row_id,screen_name,tweet_text,location,lat_coord,lon_coord
198,jjdebenedictis,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
199,fcpaaco,the fact that a bad actor like cambridge analytica was able to gain access to so much of facebook’s data to manipulate people is a sign that self regulation isn’t enough congress must work with tech leaders on nuanced regulation to make sure that this never happens again,,,
200,GreyMarketBand,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Tampa, FL",,
201,TmcuseoCuseo,the fact that a bad actor like cambridge analytica was able to gain access to so much of facebook’s data to manipulate people is a sign that self regulation isn’t enough congress must work with tech leaders on nuanced regulation to make sure that this never happens again,,,
202,Jessica92096389,the fact that a bad actor like cambridge analytica was able to gain access to so much of facebook’s data to manipulate people is a sign that self regulation isn’t enough congress must work with tech leaders on nuanced regulation to make sure that this never happens again,"Alabama, USA",,
203,devdam1,the fact that a bad actor like cambridge analytica was able to gain access to so much of facebook’s data to manipulate people is a sign that self regulation isn’t enough congress must work with tech leaders on nuanced regulation to make sure that this never happens again,"Evanston, IL",,
204,DrWinTadd,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
205,Humza277,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,.,,
206,CongressRTBot,the fact that a bad actor like cambridge analytica was able to gain access to so much of facebook’s data to manipulate people is a sign that self regulation isn’t enough congress must work with tech leaders on nuanced regulation to make sure that this never happens again,"Washington, DC",,
207,RoKhanna,the fact that a bad actor like cambridge analytica was able to gain access to so much of facebook’s data to manipulate people is a sign that self regulation isn’t enough congress must work with tech leaders on nuanced regulation to make sure that this never happens again,"Silicon Valley, CA",,
208,enjoyspicy2011,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,Ikorodu,,
209,petervhale,facebook ends partnerships with data brokers following cambridge analytica scandal ,Bristol,,
210,Cyril_Matvech,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Dumfries & Galloway,,
211,yagbebi,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Über cool Home County, England",,
212,jackyan,channel 4 finds people whose data were on the cambridge analytica set if they can who else has these data ,"Whanganui-a-Tara, Aotearoa / Wellington, New Zealand / 新西兰威灵顿",,
213,viacampmimi,wisconsin gop operative mark block details pivotal yacht meeting between cambridge analytica ,,,
214,enjoyspicy2011,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,Ikorodu,,
215,claudius0043,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,UK,,
216,SlimShekar,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"San Rafael, CA",,
217,RonanB,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,In the Surrey hood...,,
218,Titansila,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
219,Erwhatdidyousay,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Shropshire and T’Orne,,
220,CapnPookie,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Cambridge, England",,
221,ohyeslawd, logs sms texts and calls users find as they delete accounts technology the guardian from armorfly browser ,Westside USA   ,,
222,Titansila,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
223,Titansila,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
224,FallingOffEarth,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Prisoner of Orangistan,,
225,royaleight,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
226,tonyglover11,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Newcastle upon Tyne,,
227,Titansila,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
228,Marianna___S,this story hints there there was russian interference in the brexit campaign as well as the bent leave campaigns breaking electoral law and the cambridge analytica facebook subversion it dances round it by saying the attacks happened against the us eu and uk ,,,
229,franbulwer,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
230,bannerite,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Peoria,,
231,EnzoFromSpace,if you like the pages for minecraft anime and voltaire on facebook youre probably introverted ,Toronto,,
232,BeBeaches,wait—y’day anonymous liberal “insider” said fed liberals cut ties with cambridge analytica contractor wylie in 2009 because they didn’t like his ethics but anonymous source today says liberals hired him on contract in 2016 ,,,
233,Ingridebap,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,New York,,
234,WatershedMarsha,clear explanation by of the actual banality of the computer modeling underlying the facebook cambridge analytica scandal how cambridge analytica’s facebook targeting model really worked – according to the person who built it via ,"Dragonfly County, MN",,
235,enjoyspicy2011,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Ikorodu,,
236,peanuts152,‘of course there a wisconsin connection to the facebook scandal involving cambridge analytica and not surprisingly to some it involves longtime wisconsin gop operative mark block’ ,"Ohio, USA",,
237,covwhite,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
238,Marianna___S,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
239,Surly_Bobbys,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,NY State,,
240,zipillinois,wisconsin gop operative mark block details pivotal yacht meeting between cambridge analytica ,,,
241,ManoMMMM,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,,,
242,EmmaOMahoney77,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Kenilworth, European Union",,
243,swettk,how cambridge analytica’s facebook targeting model really worked ,"Black Hawk, SD",,
244,TracevaToons,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,London,,
245,TracevaToons,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,London,,
246,jaredsc,facebook says you have control over your personal information — but you dont really via ,,,
247,NeilYoungSaveUs,it may be time for and facebook to face the music ,Shangri-La,,
248,IndivisibleBerk,as the us frets over facebook and cambridge analytica the eu sets tough new rules protecting citizen online data privacy ,"Berkeley, CA",,
249,ntoomesense,never mind facebook google is the all seeing ‘big brother’ you should know about ,"Toronto, Ontario",,
250,jhbailey1956,with the help of john naughton and jennifer cobbe we unpick the cambridge analytica story and get to the heart of the matter what is facebook doing to us and can anything make it stop ,"South Carolina, USA",,
251,YYvnn,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"London, England",,
252,wendyjpitt61,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Essex ,,
253,SirrK,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,cyberspace,,
254,BaronessBlack,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Oxford,,
255,keakit,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
256,DavidPerlman,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,"San Francisco, CA",,
257,edwardpoole1975, if cambridge analytica story is anything to go by having a facebook account is pretty dodgy,,,
258,fura_0801,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
259,Paladin_Voter,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
260,RGemmell75,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,The Bluetoon,,
261,mamaeagleI,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
262,foxalito,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Limbo,,
263,mpetitbozzo,superb piece by authors from itforchange that opens up a wider international china india perspective on the facebook cambridge analytica row whether on fb or aadhaar societal need for privacy trumps the individual ,Barcelona,,
264,Sadist_Kitty,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
265,fura_0801,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
266,Lawsbeev,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"South West, England",,
267,fura_0801,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
268,steveaustin1971,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ,Earth,,
269,MarcoMalib,all this is extensively covered by our media and we are getting a terrifying image of the new forms of social control which make the good old 20th century ,Barcelona - Madrid,,
270,ungubunugu1274,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,timbuktu,,
271,charlottethomp5,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,London,,
272,uns_auf_sie,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Liverpool,,
273,aisyahkendedes,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,"jawa tengah, indonesia",,
274,nobabody,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Tarnów, Poland",,
275,aisyahkendedes,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,"jawa tengah, indonesia",,
276,ht4ecosocialism,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
277,Eamon0303,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
278,FVargas16,as the us frets over facebook and cambridge analytica the eu sets tough new rules protecting citizen online data privacy ,"Texas, USA",,
279,fura_0801,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
280,aisyahkendedes,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,"jawa tengah, indonesia",,
281,Lawsbeev,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"South West, England",,
282,Aloha_Analytics,how cambridge analytica’s facebook targeting model really worked – according to the person who built it ,TX/HI,,
283,Lawsbeev,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"South West, England",,
284,BizAnalyticsTT,dont be like cambridge analytica make sure your data gathering practices are ethical ,"Newton, MA",,
285,myfairobserver,it may be time for and facebook to face the music ,"Mountain View, CA, USA",,
286,charlottethomp5,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,London,,
287,Aloha_Analytics,scoop i have learned how cambridge analytica facebook targeting model worked how did i find this out i um emailed aleksander kogan and he told me ,TX/HI,,
288,Marianna___S,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
289,mwolfindale,what does oecd have in common with cambridge analytica more than you’d think a worrying vision of education futures from ,"Aberdeen, Scotland",,
290,MaryBWest1,so spanky you have issues with governor brown lmao who on your wh staff is under investigation for a kidnapping plot and being involved with cambridge analytica that used stolen facebook users info michael flynn let pursue this further,,,
291,staringatclouds,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
292,salavatovil2,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
293,Jenemm3,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Motherwell #YES 🏴󠁧󠁢󠁳󠁣󠁴󠁿,,
294,luckkybaba,facebook ceo mark zuckerberg on the cambridge analytica scandal this was a major breach of trust and im really sorry that this happened ,KA/CA,,
295,salavatovil2,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
296,Helen121,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Oxford,,
297,curiocat13,to clarify the contract shows gsr kogan company being commissioned to harvest the facebook on behalf of scl elections from which cambridge analytica was created below from on how he told facebook ,,,
298,weemokerr,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Glasgow, Scotland",,
299,aisyahkendedes,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,"jawa tengah, indonesia",,
300,HRCFanGal,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
301,TimDouglasHR,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Bedford UK,,
302,DenisOgyrec,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,"Санкт-Петербург, Россия",,
303,helenyg,cambridge analytica facebook and democracy – politics weekly podcast ,"London, United Kingdom",,
304,mariocavalli,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"London GB, European Union 🇪🇺",,
305,debsrobson,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,UK,,
306,Helen121,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Oxford,,
307,Helen121,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Oxford,,
308,zejibibejo,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
309,MSmithWriter,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Oakland, California",,
310,zejibibejo,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
311,zejibibejo,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
312,OFlossman,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
313,PulvexDiamond,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,UK nationwide coverage.,,
314,mckinlay_liz,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Highlands, Scotland",,
315,zejibibejo,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
316,towittertoo,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,New York,,
317,GlaikitGeezer,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
318,inthegroove01,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Wrexham,,
319,makamotherwell, the bbc have just been a ‘pre social media’ cambridge analytica for years millions stop buying the license and the propaganda slows down enter the dark world of facebook profile manipulation thank the lord for channel 4 not shying away from the truth ,Motherwell Scotland,,
320,ComHealthNurIns,new documents indicate cambridge analytica affiliate gave facebook data to john bolton’s super pac we the people demand an answer what about this ,"Texas, USA",,
321,truthcraving,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
322,lopcute,this story hints there there was russian interference in the brexit campaign as well as the bent leave campaigns breaking electoral law and the cambridge analytica facebook subversion it dances round it by saying the attacks happened against the us eu and uk ,london,,
323,KatieMaeMcG9,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Hometown, AZ",,
324,rufusdrl,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
325,TheStephenRalph,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,"Ayr, European Union 🇪🇺🇬🇧",,
326,rebroger,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"bangor, north wales, uk",,
327,cleberwfp,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ,"São José dos Campos, Brasil",,
328,JillEdmondson,transparency is vital help defend the cambridge analytica whistleblower ,"Toronto, Canada",,
329,DynaTodd,“why almost everything reported about the cambridge analytica facebook ‘hacking’ controversy is…” by chris kavanagh ,"Brandon, FL",,
330,WatchCenter,stormy over nothing cambridge analytica facebook truth bombs via ,"Los Angeles, CA",,
331,BurgerSandra,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
332,mpetitbozzo,clear explanation by of the actual banality of the computer modeling underlying the facebook cambridge analytica scandal how cambridge analytica’s facebook targeting model really worked – according to the person who built it via ,Barcelona,,
333,VedehiMajumdar,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,,,
334,louisestewartLs,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Hameldaeme,,
335,twister6451,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Ipswich UK,,
336,CaitNapier,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
337,Eds65146480,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"East Sussex, UK",,
338,AndrewAtter,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Wirral/UK/EU ,,
339,sujilu,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
340,SpenceRob999,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,European Union,,
341,RoundLike,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,This Septic Isle,,
342,Wriseup,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Vienna, Austria",,
343,hopperpy,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,European Union 🇪🇺,,
344,Dennis_vdo,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
345,LadyBruce1,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,London UK,,
346,freedomAU21C,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
347,SamhainNight,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,Standing with the Constitution,,
348,Xtrem0philElite,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,United States,,
349,Detweilerdog,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,South West Scotland,,
350,freedomAU21C,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
351,Jynxiee,the truth about the cambridge analytica scandal is bigger than just facebook — steemit ,,,
352,AndrewAtter,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Wirral/UK/EU ,,
353,Simon_Gardner,this story hints there there was russian interference in the brexit campaign as well as the bent leave campaigns breaking electoral law and the cambridge analytica facebook subversion it dances round it by saying the attacks happened against the us eu and uk ,,,
354,DavidrCrowther,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Suffolk,,
355,sasyecat,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,Iowa 4th district voter,,
356,_PhilipCummins,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
357,MorvernRennie,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Salford, England",,
358,emicruz2434,forget russia hysteria or cambridge analytica it facebook and google you should be worried about theyre choosing your content for you and theyre filtering your content for you ,,,
359,mahibul49,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,"Dhaka, Bangladesh",,
360,stevegreentree,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Woking, South East",,
361,SueClar54957770,the extent of power and influence that facebook wields is like nothing else in history british historian says ,,,
362,DenisOgyrec,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,"Санкт-Петербург, Россия",,
363,CraigLBeaton,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"southside of glasgow, scotland",,
364,50inaug,‘of course there a wisconsin connection to the facebook scandal involving cambridge analytica and not surprisingly to some it involves longtime wisconsin gop operative mark block’ ,,,
365,DenisOgyrec,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,"Санкт-Петербург, Россия",,
366,Lolicon_News,if you like the pages for minecraft anime and voltaire on facebook youre probably introverted ,"Atherton, CA",,
367,PoliticalBee,‘of course there a wisconsin connection to the facebook scandal involving cambridge analytica and not surprisingly to some it involves longtime wisconsin gop operative mark block’ ,Florida,,
368,DenisOgyrec,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,"Санкт-Петербург, Россия",,
369,SheeGhee,as the us frets over facebook and cambridge analytica the eu sets tough new rules protecting citizen online data privacy ,California,,
370,zuluzim909,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,UK & Africa,,
371,darrencadman,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Derby,,
372,UnAmericanOtaku,if you like the pages for minecraft anime and voltaire on facebook youre probably introverted ,"Chesapeake, VA",,
